[2024-09-15T00:50:06.330946] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T00:50:06.386941] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T00:50:06.387009] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T00:50:06.391430] Configuration reload request received, reloading configuration;
[2024-09-15T00:50:06.391463] Configuration reload finished;
[2024-09-15T00:50:09.615479] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T00:50:09.640262] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T00:50:09.644849] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T00:50:09.644925] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T00:50:09.648656] Configuration reload request received, reloading configuration;
[2024-09-15T00:50:09.648684] Configuration reload finished;
[2024-09-15T00:50:09.654656] syslog-ng shutting down; version='3.36.1'
2024-09-15T00:50:09+08:00 Synology_NAS syslog-ng-ctl[27857]: Config reload successful
[2024-09-15T01:12:43.245214] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:12:43.321742] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:12:43.337882] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:12:43.339833] syslog-ng starting up; version='3.36.1'
[2024-09-15T01:14:11.764026] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:12.259360] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:14:12.322841] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:12.322924] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:12.325384] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:12.325407] Configuration reload finished;
[2024-09-15T01:14:13.239633] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:13.266267] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:14:13.272265] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:13.272344] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:13.275111] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:13.275133] Configuration reload finished;
[2024-09-15T01:14:13.295549] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:13.325847] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:13.325951] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:13.330826] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:13.330854] Configuration reload finished;
[2024-09-15T01:14:14.054342] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:14.093030] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:14.093123] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:14.097024] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:14.097050] Configuration reload finished;
[2024-09-15T01:14:18.015955] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:18.048297] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:18.048381] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:18.052463] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:18.052491] Configuration reload finished;
[2024-09-15T01:14:18.226659] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:18.257144] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:18.257222] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:18.261234] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:18.261258] Configuration reload finished;
[2024-09-15T01:14:18.624796] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:18.654140] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:18.654210] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:18.658360] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:18.658385] Configuration reload finished;
[2024-09-15T01:14:18.882389] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:18.911161] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:18.911225] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:18.915169] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:18.915196] Configuration reload finished;
[2024-09-15T01:14:19.347023] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:19.389477] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:19.389568] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:19.389774] Syslog connection established; fd='31', server='AF_UNIX(/var/run/synologan.sock)', local='AF_UNIX(anonymous)'
[2024-09-15T01:14:19.397938] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:19.397967] Configuration reload finished;
[2024-09-15T01:14:19.639140] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:19.671453] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:19.671549] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:19.676237] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:19.676265] Configuration reload finished;
[2024-09-15T01:14:21.828211] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:21.864537] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:21.864627] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:21.918087] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:21.918114] Configuration reload finished;
[2024-09-15T01:14:22.031334] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:22.980616] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:22.980705] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:22.985911] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:22.985945] Configuration reload finished;
[2024-09-15T01:14:25.930684] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:26.095494] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:26.095573] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:26.100762] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:26.100788] Configuration reload finished;
[2024-09-15T01:14:26.715819] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:26.990097] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:14:27.146915] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:27.147013] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:27.220828] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:27.220859] Configuration reload finished;
[2024-09-15T01:14:28.210372] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:28.480546] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:14:28.629044] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:28.629172] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:28.636082] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:28.636113] Configuration reload finished;
[2024-09-15T01:14:29.052629] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:29.185027] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:29.185151] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:29.193353] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:29.193384] Configuration reload finished;
[2024-09-15T01:14:29.196085] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:29.231498] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:29.231576] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:29.237100] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:29.237127] Configuration reload finished;
[2024-09-15T01:14:29.260484] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:14:29.295877] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:14:29.295975] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:14:29.302163] Configuration reload request received, reloading configuration;
[2024-09-15T01:14:29.302189] Configuration reload finished;
[2024-09-15T01:17:48.459989] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:17:48.545600] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:17:48.552389] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:17:48.554251] syslog-ng starting up; version='3.36.1'
[2024-09-15T01:20:30.898931] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:20:31.047666] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:20:31.049940] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:20:31.051955] syslog-ng starting up; version='3.36.1'
[2024-09-15T01:21:58.852795] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:21:59.258838] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:21:59.338453] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:21:59.338528] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:21:59.341398] Configuration reload request received, reloading configuration;
[2024-09-15T01:21:59.341421] Configuration reload finished;
[2024-09-15T01:22:00.570587] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:00.606106] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:22:00.622351] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:00.622457] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:00.631188] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:00.631215] Configuration reload finished;
[2024-09-15T01:22:01.423452] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:01.456406] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:01.456474] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:01.460754] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:01.460779] Configuration reload finished;
[2024-09-15T01:22:04.805337] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:04.837320] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:04.837395] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:04.841814] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:04.841839] Configuration reload finished;
[2024-09-15T01:22:05.014234] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:05.046262] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:05.046333] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:05.050812] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:05.050835] Configuration reload finished;
[2024-09-15T01:22:05.499903] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:05.535270] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:05.535334] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:05.539702] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:05.539731] Configuration reload finished;
[2024-09-15T01:22:05.826541] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:05.856182] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:05.856248] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:05.860295] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:05.860323] Configuration reload finished;
[2024-09-15T01:22:06.272521] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:06.309406] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:06.309488] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:06.309666] Connection failed; fd='18', server='AF_UNIX(/var/run/synologan.sock)', local='AF_UNIX(anonymous)', error='No such file or directory (2)'
[2024-09-15T01:22:06.309678] Initiating connection failed, reconnecting; time_reopen='10'
[2024-09-15T01:22:06.314164] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:06.314191] Configuration reload finished;
[2024-09-15T01:22:07.953584] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:08.076513] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:22:08.235623] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:08.235720] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:08.235911] Syslog connection established; fd='32', server='AF_UNIX(/var/run/synologan.sock)', local='AF_UNIX(anonymous)'
[2024-09-15T01:22:08.246038] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:08.246074] Configuration reload finished;
[2024-09-15T01:22:08.536746] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:08.685375] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:08.685448] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:08.690311] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:08.690334] Configuration reload finished;
[2024-09-15T01:22:12.426129] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:12.682572] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:12.682651] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:12.688065] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:12.692246] Configuration reload finished;
[2024-09-15T01:22:13.414563] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:13.540081] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:22:13.974195] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:13.974289] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:13.980771] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:13.980800] Configuration reload finished;
[2024-09-15T01:22:15.482247] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:15.709283] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:22:15.835598] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:15.835671] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:15.840720] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:15.840755] Configuration reload finished;
[2024-09-15T01:22:16.368512] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:16.413666] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:16.413762] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:16.419897] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:16.419925] Configuration reload finished;
[2024-09-15T01:22:16.939227] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:16.975446] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:16.975526] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:16.981164] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:16.981197] Configuration reload finished;
[2024-09-15T01:22:23.276091] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:22:23.616656] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:22:23.616738] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:22:23.622179] Configuration reload request received, reloading configuration;
[2024-09-15T01:22:23.622207] Configuration reload finished;
[2024-09-15T01:29:24.326051] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:29:24.503227] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:29:24.512134] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:29:24.514203] syslog-ng starting up; version='3.36.1'
[2024-09-15T01:30:52.735511] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:30:53.360220] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:30:53.382225] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:30:53.382332] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:30:53.386911] Configuration reload request received, reloading configuration;
[2024-09-15T01:30:53.386939] Configuration reload finished;
[2024-09-15T01:30:53.516446] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:30:53.550313] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:30:53.571140] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:30:53.661641] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:30:53.661711] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:30:53.664764] Configuration reload request received, reloading configuration;
[2024-09-15T01:30:53.664785] Configuration reload finished;
[2024-09-15T01:30:54.558576] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:30:54.598407] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:30:54.598506] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:30:54.603376] Configuration reload request received, reloading configuration;
[2024-09-15T01:30:54.603402] Configuration reload finished;
[2024-09-15T01:30:59.239236] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:30:59.271779] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:30:59.271851] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:30:59.276144] Configuration reload request received, reloading configuration;
[2024-09-15T01:30:59.276178] Configuration reload finished;
[2024-09-15T01:30:59.449552] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:30:59.481622] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:30:59.481688] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:30:59.485939] Configuration reload request received, reloading configuration;
[2024-09-15T01:30:59.485963] Configuration reload finished;
[2024-09-15T01:30:59.891559] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:30:59.923714] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:30:59.923783] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:30:59.928150] Configuration reload request received, reloading configuration;
[2024-09-15T01:30:59.928175] Configuration reload finished;
[2024-09-15T01:31:00.167898] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:31:00.198695] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:31:00.198759] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:31:00.202985] Configuration reload request received, reloading configuration;
[2024-09-15T01:31:00.203013] Configuration reload finished;
[2024-09-15T01:31:00.598538] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:31:00.635835] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:31:00.635911] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:31:00.636076] Connection failed; fd='18', server='AF_UNIX(/var/run/synologan.sock)', local='AF_UNIX(anonymous)', error='No such file or directory (2)'
[2024-09-15T01:31:00.636087] Initiating connection failed, reconnecting; time_reopen='10'
[2024-09-15T01:31:00.640379] Configuration reload request received, reloading configuration;
[2024-09-15T01:31:00.640404] Configuration reload finished;
[2024-09-15T01:31:02.783176] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:31:02.883896] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:31:02.883974] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:31:02.884093] Syslog connection established; fd='32', server='AF_UNIX(/var/run/synologan.sock)', local='AF_UNIX(anonymous)'
[2024-09-15T01:31:02.888939] Configuration reload request received, reloading configuration;
[2024-09-15T01:31:02.915523] Configuration reload finished;
[2024-09-15T01:31:02.984570] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:31:03.018830] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:31:03.018906] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:31:03.023776] Configuration reload request received, reloading configuration;
[2024-09-15T01:31:03.023801] Configuration reload finished;
[2024-09-15T01:31:03.157483] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:31:03.197842] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:31:03.197919] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:31:03.202808] Configuration reload request received, reloading configuration;
[2024-09-15T01:31:03.202831] Configuration reload finished;
[2024-09-15T01:31:06.494205] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:31:07.407173] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:31:07.407258] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:31:07.412563] Configuration reload request received, reloading configuration;
[2024-09-15T01:31:07.412588] Configuration reload finished;
[2024-09-15T01:31:07.750040] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:31:07.868318] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:31:08.772815] Error reloading configuration; reason='Unable to trigger a reload while another reload attempt is in progress'
[2024-09-15T01:31:08.968629] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:31:08.968724] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:31:08.978020] Configuration reload request received, reloading configuration;
[2024-09-15T01:31:08.978047] Configuration reload finished;
[2024-09-15T01:31:08.981000] WARNING: Support for the global log-iw-size() option was removed, please use a per-source log-iw-size(); location='/etc/syslog-ng/syslog-ng.conf:10:21'
[2024-09-15T01:31:09.040279] Accepting connections; addr='AF_UNIX(/var/run/syslog)'
[2024-09-15T01:31:09.040366] Accepting connections; addr='AF_UNIX(/var/run/synosyslog)'
[2024-09-15T01:31:09.046298] Configuration reload request received, reloading configuration;
[2024-09-15T01:31:09.046339] Configuration reload finished;
